datum,ort,lat,lon,regen_icon,regen_era5,temperatur,bt07,bf07,bt728,bf728,et0,quelle
2026-04-30,W0028,52.086,10.3658,,0.0,9.4,10.8,0.101,10.3,0.145,4.04,era5
2026-04-28,W0029,52.086,10.3954,,0.0,10.5,12.7,0.08,11.5,0.145,4.16,era5
2026-04-29,W0029,52.086,10.3954,,0.0,9.3,11.8,0.077,11.3,0.145,4.08,era5
2026-04-30,W0029,52.086,10.3954,,0.0,10.1,11.5,0.101,11.0,0.145,4.12,era5
2026-04-28,W0030,52.086,10.5135,,0.0,10.0,12.1,0.097,10.6,0.15,4.13,era5
2026-04-29,W0030,52.086,10.5135,,0.0,9.0,11.3,0.096,10.7,0.15,4.0,era5
2026-04-30,W0030,52.086,10.5135,,0.0,9.7,11.0,0.11,10.4,0.15,4.02,era5
2026-04-28,W0031,52.086,10.5431,,0.0,10.2,12.4,0.102,11.3,0.149,4.06,era5
2026-04-29,W0031,52.086,10.5431,,0.0,9.2,11.5,0.102,11.1,0.149,4.01,era5
2026-04-30,W0031,52.086,10.5431,,0.0,9.8,11.1,0.127,10.8,0.149,3.99,era5
2026-04-28,W0032,52.086,10.5726,,0.0,10.2,12.4,0.102,11.3,0.149,4.06,era5
2026-04-29,W0032,52.086,10.5726,,0.0,9.2,11.5,0.102,11.1,0.149,4.01,era5
2026-04-30,W0032,52.086,10.5726,,0.0,9.8,11.1,0.127,10.8,0.149,3.98,era5
2026-04-28,W0033,52.086,11.1338,,0.0,9.2,10.6,0.146,9.8,0.181,3.82,era5
2026-04-29,W0033,52.086,11.1338,,0.0,8.6,10.3,0.132,9.8,0.174,3.87,era5
2026-04-30,W0033,52.086,11.1338,,0.0,9.7,10.3,0.12,9.6,0.167,3.78,era5
2026-04-28,W0034,52.1041,10.1295,,0.0,10.5,11.9,0.111,10.5,0.15,4.27,era5
2026-04-29,W0034,52.1041,10.1295,,0.0,9.4,11.3,0.106,10.7,0.15,4.13,era5
2026-04-30,W0034,52.1041,10.1295,,0.0,10.1,10.9,0.117,10.5,0.15,4.17,era5
2026-04-28,W0035,52.1041,10.1591,,0.0,10.5,11.9,0.111,10.5,0.15,4.27,era5
2026-04-29,W0035,52.1041,10.1591,,0.0,9.4,11.3,0.106,10.7,0.15,4.13,era5
2026-04-30,W0035,52.1041,10.1591,,0.0,10.1,10.9,0.117,10.5,0.15,4.17,era5
2026-04-28,W0036,52.1041,10.2182,,0.0,10.3,12.0,0.111,10.7,0.15,4.21,era5
2026-04-29,W0036,52.1041,10.2182,,0.0,9.2,11.4,0.106,10.8,0.15,4.11,era5
2026-04-30,W0036,52.1041,10.2182,,0.0,9.8,10.8,0.128,10.5,0.149,4.13,era5
2026-04-28,W0037,52.1041,10.2477,,0.0,10.6,12.4,0.101,10.9,0.148,4.3,era5
2026-04-29,W0037,52.1041,10.2477,,0.0,9.6,11.8,0.098,11.1,0.148,4.15,era5
2026-04-30,W0037,52.1041,10.2477,,0.0,10.3,11.4,0.112,10.9,0.148,4.18,era5
2026-04-28,W0038,52.1041,10.2772,,0.0,9.9,11.6,0.101,10.1,0.148,4.19,era5
2026-04-29,W0038,52.1041,10.2772,,0.0,8.9,11.1,0.098,10.3,0.148,4.05,era5
2026-04-30,W0038,52.1041,10.2772,,0.0,9.5,10.7,0.112,10.1,0.148,4.08,era5
2026-04-28,W0039,52.1041,10.3068,,0.0,10.6,12.4,0.101,10.9,0.148,4.3,era5
2026-04-29,W0039,52.1041,10.3068,,0.0,9.6,11.8,0.098,11.1,0.148,4.15,era5
2026-04-30,W0039,52.1041,10.3068,,0.0,10.3,11.4,0.112,10.9,0.148,4.18,era5
2026-04-28,W0040,52.1041,10.3363,,0.0,10.6,12.4,0.101,10.9,0.148,4.3,era5
2026-04-29,W0040,52.1041,10.3363,,0.0,9.6,11.8,0.098,11.1,0.148,4.16,era5
2026-04-30,W0040,52.1041,10.3363,,0.0,10.3,11.4,0.112,10.9,0.148,4.19,era5
2026-04-28,W0041,52.1041,10.3658,,0.0,10.5,12.7,0.08,11.5,0.145,4.16,era5
2026-04-29,W0041,52.1041,10.3658,,0.0,9.3,11.8,0.077,11.3,0.145,4.09,era5
2026-04-30,W0041,52.1041,10.3658,,0.0,10.1,11.5,0.101,11.0,0.145,4.12,era5
2026-04-28,W0042,52.1041,10.484,,0.0,10.6,12.7,0.097,11.2,0.15,4.22,era5
2026-04-29,W0042,52.1041,10.484,,0.0,9.6,11.9,0.096,11.3,0.15,4.09,era5
2026-04-30,W0042,52.1041,10.484,,0.0,10.3,11.6,0.11,11.0,0.15,4.1,era5
2026-04-28,W0043,52.1041,10.5135,,0.0,9.9,11.9,0.097,10.5,0.15,4.11,era5
2026-04-29,W0043,52.1041,10.5135,,0.0,8.9,11.2,0.096,10.6,0.15,3.99,era5
2026-04-30,W0043,52.1041,10.5135,,0.0,9.6,10.9,0.11,10.3,0.15,4.01,era5
2026-04-28,W0044,52.1041,10.5431,,0.0,10.2,12.4,0.102,11.3,0.149,4.06,era5
2026-04-29,W0044,52.1041,10.5431,,0.0,9.2,11.5,0.102,11.1,0.149,4.01,era5
2026-04-30,W0044,52.1041,10.5431,,0.0,9.8,11.1,0.127,10.8,0.149,3.99,era5
2026-04-28,W0045,52.1221,10.1,,0.0,10.5,11.9,0.111,10.5,0.15,4.27,era5
2026-04-29,W0045,52.1221,10.1,,0.0,9.4,11.3,0.106,10.7,0.15,4.13,era5
2026-04-30,W0045,52.1221,10.1,,0.0,10.1,10.9,0.117,10.5,0.15,4.17,era5
2026-04-28,W0046,52.1221,10.1295,,0.0,10.5,11.9,0.111,10.5,0.15,4.27,era5
2026-04-29,W0046,52.1221,10.1295,,0.0,9.4,11.3,0.106,10.7,0.15,4.14,era5
2026-04-30,W0046,52.1221,10.1295,,0.0,10.1,10.9,0.117,10.5,0.15,4.18,era5
2026-04-28,W0047,52.1221,10.1591,,0.0,10.5,11.9,0.111,10.5,0.15,4.27,era5
2026-04-29,W0047,52.1221,10.1591,,0.0,9.4,11.3,0.106,10.7,0.15,4.13,era5
2026-04-30,W0047,52.1221,10.1591,,0.0,10.1,10.9,0.117,10.5,0.15,4.18,era5
2026-04-28,W0048,52.1221,10.1886,,0.0,10.5,11.9,0.111,10.5,0.15,4.27,era5
2026-04-29,W0048,52.1221,10.1886,,0.0,9.4,11.3,0.106,10.7,0.15,4.13,era5
2026-04-30,W0048,52.1221,10.1886,,0.0,10.1,10.9,0.117,10.5,0.15,4.17,era5
2026-04-28,W0049,52.1221,10.2182,,0.0,10.6,12.4,0.101,10.9,0.148,4.29,era5
2026-04-29,W0049,52.1221,10.2182,,0.0,9.6,11.8,0.098,11.1,0.148,4.15,era5
2026-04-30,W0049,52.1221,10.2182,,0.0,10.3,11.4,0.112,10.9,0.148,4.18,era5
2026-04-28,W0050,52.1221,10.2477,,0.0,10.6,12.4,0.101,10.9,0.148,4.3,era5
2026-04-29,W0050,52.1221,10.2477,,0.0,9.6,11.8,0.098,11.1,0.148,4.15,era5
2026-04-30,W0050,52.1221,10.2477,,0.0,10.3,11.4,0.112,10.9,0.148,4.18,era5
2026-04-28,W0051,52.1221,10.2772,,0.0,10.6,12.4,0.101,10.9,0.148,4.3,era5
2026-04-29,W0051,52.1221,10.2772,,0.0,9.6,11.8,0.098,11.1,0.148,4.16,era5
2026-04-30,W0051,52.1221,10.2772,,0.0,10.3,11.4,0.112,10.9,0.148,4.19,era5
2026-04-28,W0052,52.1221,10.3068,,0.0,10.6,12.4,0.101,10.9,0.148,4.3,era5
2026-04-29,W0052,52.1221,10.3068,,0.0,9.6,11.8,0.098,11.1,0.148,4.15,era5
2026-04-30,W0052,52.1221,10.3068,,0.0,10.3,11.4,0.112,10.9,0.148,4.18,era5
2026-04-28,W0053,52.1221,10.3363,,0.0,10.6,12.4,0.101,10.9,0.148,4.3,era5
2026-04-29,W0053,52.1221,10.3363,,0.0,9.6,11.8,0.098,11.1,0.148,4.15,era5
2026-04-30,W0053,52.1221,10.3363,,0.0,10.3,11.4,0.112,10.9,0.148,4.18,era5
2026-04-28,W0054,52.1221,10.3954,,0.0,10.6,12.7,0.097,11.2,0.15,4.21,era5
2026-04-29,W0054,52.1221,10.3954,,0.0,9.6,11.9,0.096,11.3,0.15,4.09,era5
2026-04-30,W0054,52.1221,10.3954,,0.0,10.3,11.6,0.11,11.0,0.15,4.1,era5
2026-04-28,W0055,52.1221,10.484,,0.0,10.6,12.7,0.097,11.2,0.15,4.22,era5
2026-04-29,W0055,52.1221,10.484,,0.0,9.6,11.9,0.096,11.3,0.15,4.09,era5
2026-04-30,W0055,52.1221,10.484,,0.0,10.3,11.6,0.11,11.0,0.15,4.1,era5
2026-04-28,W0056,52.1221,10.5135,,0.0,10.6,12.7,0.097,11.2,0.15,4.22,era5
2026-04-29,W0056,52.1221,10.5135,,0.0,9.6,11.9,0.096,11.3,0.15,4.09,era5
2026-04-30,W0056,52.1221,10.5135,,0.0,10.3,11.6,0.11,11.0,0.15,4.1,era5
2026-04-28,W0057,52.1221,10.5431,,0.0,10.0,12.0,0.109,10.7,0.147,4.09,era5
2026-04-29,W0057,52.1221,10.5431,,0.0,9.2,11.5,0.101,10.9,0.147,4.03,era5
2026-04-30,W0057,52.1221,10.5431,,0.0,10.1,11.6,0.109,10.8,0.147,4.06,era5
2026-04-28,W0058,52.1221,10.5726,,0.0,10.0,12.0,0.109,10.7,0.147,4.09,era5
2026-04-29,W0058,52.1221,10.5726,,0.0,9.2,11.5,0.101,10.9,0.147,4.03,era5
2026-04-30,W0058,52.1221,10.5726,,0.0,10.1,11.6,0.109,10.8,0.147,4.06,era5
2026-04-28,W0059,52.1221,10.6612,,0.0,10.0,12.0,0.109,10.7,0.147,4.09,era5
2026-04-29,W0059,52.1221,10.6612,,0.0,9.2,11.5,0.101,10.9,0.147,4.03,era5
2026-04-30,W0059,52.1221,10.6612,,0.0,10.1,11.6,0.109,10.8,0.147,4.06,era5
2026-04-28,W0060,52.1221,10.6908,,0.0,9.1,10.5,0.139,9.7,0.184,3.78,era5
2026-04-29,W0060,52.1221,10.6908,,0.0,8.5,10.2,0.124,9.7,0.176,3.82,era5
2026-04-30,W0060,52.1221,10.6908,,0.0,9.5,10.5,0.114,9.6,0.17,3.84,era5
2026-04-28,W0061,52.1221,10.9861,,0.0,9.2,10.7,0.141,9.9,0.181,3.87,era5
2026-04-29,W0061,52.1221,10.9861,,0.0,8.7,10.4,0.126,9.9,0.174,3.95,era5
2026-04-30,W0061,52.1221,10.9861,,0.0,9.7,10.6,0.114,9.8,0.168,3.82,era5
2026-04-28,W0062,52.1221,11.0157,,0.0,9.2,10.7,0.141,9.9,0.181,3.87,era5
2026-04-29,W0062,52.1221,11.0157,,0.0,8.7,10.4,0.126,9.9,0.174,3.95,era5
2026-04-30,W0062,52.1221,11.0157,,0.0,9.7,10.6,0.114,9.8,0.168,3.82,era5
2026-04-28,W0063,52.1221,11.0452,,0.0,9.2,10.6,0.146,9.8,0.181,3.82,era5
2026-04-29,W0063,52.1221,11.0452,,0.0,8.6,10.3,0.132,9.8,0.174,3.87,era5
2026-04-30,W0063,52.1221,11.0452,,0.0,9.7,10.3,0.12,9.6,0.167,3.78,era5
2026-04-28,W0064,52.1401,10.1,,0.0,10.5,11.9,0.111,10.5,0.15,4.27,era5
2026-04-29,W0064,52.1401,10.1,,0.0,9.4,11.3,0.106,10.7,0.15,4.14,era5
2026-04-30,W0064,52.1401,10.1,,0.0,10.1,10.9,0.117,10.5,0.15,4.18,era5
2026-04-28,W0065,52.1401,10.1295,,0.0,10.5,11.9,0.111,10.5,0.15,4.27,era5
2026-04-29,W0065,52.1401,10.1295,,0.0,9.4,11.3,0.106,10.7,0.15,4.13,era5
2026-04-30,W0065,52.1401,10.1295,,0.0,10.1,10.9,0.117,10.5,0.15,4.17,era5
2026-04-28,W0066,52.1401,10.1591,,0.0,10.5,11.9,0.111,10.5,0.15,4.27,era5
2026-04-29,W0066,52.1401,10.1591,,0.0,9.4,11.3,0.106,10.7,0.15,4.14,era5
2026-04-30,W0066,52.1401,10.1591,,0.0,10.1,10.9,0.117,10.5,0.15,4.18,era5
2026-04-28,W0067,52.1401,10.1886,,0.0,10.5,11.9,0.111,10.5,0.15,4.27,era5
2026-04-29,W0067,52.1401,10.1886,,0.0,9.4,11.3,0.106,10.7,0.15,4.13,era5
2026-04-30,W0067,52.1401,10.1886,,0.0,10.1,10.9,0.117,10.5,0.15,4.17,era5
2026-04-28,W0068,52.1401,10.2182,,0.0,10.6,12.4,0.101,10.9,0.148,4.3,era5
2026-04-29,W0068,52.1401,10.2182,,0.0,9.6,11.8,0.098,11.1,0.148,4.15,era5
2026-04-30,W0068,52.1401,10.2182,,0.0,10.3,11.4,0.112,10.9,0.148,4.18,era5
2026-04-28,W0069,52.1401,10.3658,,0.0,10.6,12.7,0.097,11.2,0.15,4.21,era5
2026-04-29,W0069,52.1401,10.3658,,0.0,9.6,11.9,0.096,11.3,0.15,4.09,era5
2026-04-30,W0069,52.1401,10.3658,,0.0,10.3,11.6,0.11,11.0,0.15,4.1,era5
2026-04-28,W0070,52.1401,10.484,,0.0,10.6,12.7,0.097,11.2,0.15,4.21,era5
2026-04-29,W0070,52.1401,10.484,,0.0,9.6,11.9,0.096,11.3,0.15,4.09,era5
2026-04-30,W0070,52.1401,10.484,,0.0,10.3,11.6,0.11,11.0,0.15,4.1,era5
2026-04-28,W0071,52.1401,10.5135,,0.0,10.6,12.7,0.097,11.2,0.15,4.21,era5
2026-04-29,W0071,52.1401,10.5135,,0.0,9.6,11.9,0.096,11.3,0.15,4.09,era5
2026-04-30,W0071,52.1401,10.5135,,0.0,10.3,11.6,0.11,11.0,0.15,4.1,era5
2026-04-28,W0072,52.1401,10.5431,,0.0,10.0,12.0,0.109,10.7,0.147,4.09,era5
2026-04-29,W0072,52.1401,10.5431,,0.0,9.2,11.5,0.101,10.9,0.147,4.03,era5
2026-04-30,W0072,52.1401,10.5431,,0.0,10.1,11.6,0.109,10.8,0.147,4.06,era5
2026-04-28,W0073,52.1401,10.5726,,0.0,10.0,12.0,0.109,10.7,0.147,4.09,era5
2026-04-29,W0073,52.1401,10.5726,,0.0,9.2,11.5,0.101,10.9,0.147,4.03,era5
2026-04-30,W0073,52.1401,10.5726,,0.0,10.1,11.6,0.109,10.8,0.147,4.06,era5
2026-04-28,W0074,52.1401,10.6317,,0.0,9.4,11.3,0.109,10.0,0.147,3.99,era5
2026-04-29,W0074,52.1401,10.6317,,0.0,8.5,10.9,0.101,10.2,0.147,3.93,era5
2026-04-30,W0074,52.1401,10.6317,,0.0,9.4,10.9,0.109,10.1,0.147,3.98,era5
2026-04-28,W0075,52.1401,10.6612,,0.0,9.3,11.2,0.109,10.0,0.147,3.98,era5
2026-04-29,W0075,52.1401,10.6612,,0.0,8.4,10.8,0.101,10.1,0.147,3.92,era5
2026-04-30,W0075,52.1401,10.6612,,0.0,9.3,10.8,0.109,10.0,0.147,3.97,era5
2026-04-28,W0076,52.1401,10.6908,,0.0,9.1,10.5,0.139,9.7,0.184,3.77,era5
2026-04-29,W0076,52.1401,10.6908,,0.0,8.5,10.2,0.124,9.7,0.176,3.81,era5
2026-04-30,W0076,52.1401,10.6908,,0.0,9.5,10.5,0.114,9.6,0.17,3.83,era5
2026-04-28,W0077,52.1401,10.7203,,0.0,9.1,10.5,0.139,9.7,0.184,3.78,era5
2026-04-29,W0077,52.1401,10.7203,,0.0,8.5,10.2,0.124,9.7,0.176,3.81,era5
2026-04-30,W0077,52.1401,10.7203,,0.0,9.5,10.5,0.114,9.6,0.17,3.83,era5
2026-04-28,W0078,52.1401,10.868,,0.0,9.2,10.7,0.141,9.9,0.181,3.88,era5
2026-04-29,W0078,52.1401,10.868,,0.0,8.7,10.4,0.126,9.9,0.174,3.96,era5
2026-04-30,W0078,52.1401,10.868,,0.0,9.7,10.6,0.114,9.8,0.168,3.83,era5
2026-04-28,W0079,52.1401,10.8975,,0.0,9.2,10.7,0.141,9.9,0.181,3.88,era5
2026-04-29,W0079,52.1401,10.8975,,0.0,8.7,10.4,0.126,9.9,0.174,3.96,era5
2026-04-30,W0079,52.1401,10.8975,,0.0,9.7,10.6,0.114,9.8,0.168,3.83,era5
2026-04-28,W0080,52.1401,10.9271,,0.0,8.5,10.0,0.141,9.2,0.181,3.78,era5
2026-04-29,W0080,52.1401,10.9271,,0.0,8.0,9.7,0.126,9.2,0.174,3.85,era5
2026-04-30,W0080,52.1401,10.9271,,0.0,9.0,9.9,0.114,9.1,0.168,3.74,era5
2026-04-28,W0081,52.1401,10.9566,,0.0,9.2,10.7,0.141,9.9,0.181,3.88,era5
2026-04-29,W0081,52.1401,10.9566,,0.0,8.7,10.4,0.126,9.9,0.174,3.96,era5
2026-04-30,W0081,52.1401,10.9566,,0.0,9.7,10.6,0.114,9.8,0.168,3.83,era5
2026-04-28,W0082,52.1401,11.0452,,0.0,9.2,10.6,0.146,9.8,0.181,3.82,era5
2026-04-29,W0082,52.1401,11.0452,,0.0,8.6,10.3,0.132,9.8,0.174,3.87,era5
2026-04-30,W0082,52.1401,11.0452,,0.0,9.7,10.3,0.12,9.6,0.167,3.78,era5
2026-04-28,W0083,52.1581,10.3658,,0.0,10.7,12.5,0.109,11.1,0.148,4.32,era5
2026-04-29,W0083,52.1581,10.3658,,0.0,9.8,12.1,0.104,11.3,0.147,4.17,era5
2026-04-30,W0083,52.1581,10.3658,,0.0,10.7,12.5,0.097,11.3,0.147,4.25,era5
2026-04-28,W0084,52.1581,10.3954,,0.0,10.6,12.7,0.097,11.2,0.15,4.21,era5
2026-04-29,W0084,52.1581,10.3954,,0.0,9.6,11.9,0.096,11.3,0.15,4.09,era5
2026-04-30,W0084,52.1581,10.3954,,0.0,10.3,11.6,0.11,11.0,0.15,4.1,era5
2026-04-28,W0085,52.1581,10.4249,,0.0,10.6,12.7,0.097,11.2,0.15,4.21,era5
2026-04-29,W0085,52.1581,10.4249,,0.0,9.6,11.9,0.096,11.3,0.15,4.09,era5
2026-04-30,W0085,52.1581,10.4249,,0.0,10.3,11.6,0.11,11.0,0.15,4.1,era5
2026-04-28,W0086,52.1581,10.484,,0.0,10.6,13.1,0.089,11.5,0.148,4.27,era5
2026-04-29,W0086,52.1581,10.484,,0.0,9.8,12.4,0.083,11.6,0.148,4.12,era5
2026-04-30,W0086,52.1581,10.484,,0.0,10.9,12.8,0.089,11.6,0.147,4.18,era5
2026-04-28,W0087,52.1581,10.5135,,0.0,10.6,13.1,0.089,11.5,0.148,4.27,era5
2026-04-29,W0087,52.1581,10.5135,,0.0,9.8,12.4,0.083,11.6,0.148,4.12,era5
2026-04-30,W0087,52.1581,10.5135,,0.0,10.9,12.8,0.089,11.6,0.147,4.18,era5
2026-04-28,W0088,52.1581,10.5431,,0.0,10.0,12.0,0.109,10.7,0.147,4.09,era5
2026-04-29,W0088,52.1581,10.5431,,0.0,9.2,11.5,0.101,10.9,0.147,4.03,era5
2026-04-30,W0088,52.1581,10.5431,,0.0,10.1,11.6,0.109,10.8,0.147,4.06,era5
